% This file contains dummy values for a thirtheenth row/column of chips. These
% are included as a bodge to make pgfplots produce actual heatmaps...
chip_x	chip_y	injected	extracted	dumped	routed	inj_rate	inj_period	pattern
11	5	7510	7510	0	112640	0.100000	160	complement
12	5	0	0	0	0	0	0	0

0	6	7510	7510	0	112650	0.100000	160	complement
1	6	7510	7510	0	67590	0.100000	160	complement
2	6	7510	7510	0	30040	0.100000	160	complement
3	6	7510	7510	0	15020	0.100000	160	complement
4	6	7510	7510	0	52570	0.100000	160	complement
5	6	7510	7510	0	105140	0.100000	160	complement
6	6	7510	7510	0	112650	0.100000	160	complement
7	6	7510	7510	0	82610	0.100000	160	complement
8	6	7510	7505	0	30025	0.100000	160	complement
9	6	7510	7505	0	15015	0.100000	160	complement
10	6	7510	7510	0	52565	0.100000	160	complement
11	6	7510	7510	0	90115	0.100000	160	complement
12	6	0	0	0	0	0	0	0

0	7	7510	7510	0	67590	0.100000	160	complement
1	7	7510	7510	0	67590	0.100000	160	complement
2	7	7510	7510	0	22530	0.100000	160	complement
3	7	7510	7510	0	15020	0.100000	160	complement
4	7	7510	7510	0	15020	0.100000	160	complement
5	7	7510	7510	0	52570	0.100000	160	complement
6	7	7510	7510	0	82610	0.100000	160	complement
7	7	7510	7510	0	67590	0.100000	160	complement
8	7	7510	7505	0	37540	0.100000	160	complement
9	7	7510	7505	0	15015	0.100000	160	complement
10	7	7510	7505	0	15015	0.100000	160	complement
11	7	7510	7510	0	52565	0.100000	160	complement
12	7	0	0	0	0	0	0	0

0	8	7510	7510	0	30040	0.100000	160	complement
1	8	7510	7510	0	22530	0.100000	160	complement
2	8	7510	7510	0	15020	0.100000	160	complement
3	8	7510	7510	0	15020	0.100000	160	complement
4	8	7510	7505	0	15015	0.100000	160	complement
5	8	7510	7505	0	15015	0.100000	160	complement
6	8	7510	7505	0	30030	0.100000	160	complement
7	8	7510	7505	0	37540	0.100000	160	complement
8	8	7510	7505	0	30035	0.100000	160	complement
9	8	7510	7505	0	15015	0.100000	160	complement
10	8	7510	7505	0	15015	0.100000	160	complement
11	8	7510	7505	0	15015	0.100000	160	complement
12	8	0	0	0	0	0	0	0

0	9	7510	7510	0	15020	0.100000	160	complement
1	9	7510	7510	0	15020	0.100000	160	complement
2	9	7510	7510	0	15020	0.100000	160	complement
3	9	7510	7510	0	30040	0.100000	160	complement
4	9	7510	7510	0	37550	0.100000	160	complement
5	9	7510	7505	0	30030	0.100000	160	complement
6	9	7510	7505	0	15015	0.100000	160	complement
7	9	7510	7505	0	15015	0.100000	160	complement
8	9	7510	7505	0	15015	0.100000	160	complement
9	9	7510	7505	0	15015	0.100000	160	complement
10	9	7510	7505	0	22525	0.100000	160	complement
11	9	7510	7505	0	30030	0.100000	160	complement
12	9	0	0	0	0	0	0	0

0	10	7510	7510	0	52560	0.100000	160	complement
1	10	7510	7510	0	15020	0.100000	160	complement
2	10	7510	7510	0	15020	0.100000	160	complement
3	10	7510	7510	0	37550	0.100000	160	complement
4	10	7510	7510	0	67590	0.100000	160	complement
5	10	7510	7510	0	82610	0.100000	160	complement
6	10	7510	7505	0	52550	0.100000	160	complement
7	10	7510	7505	0	15015	0.100000	160	complement
8	10	7510	7505	0	15015	0.100000	160	complement
9	10	7510	7505	0	22525	0.100000	160	complement
10	10	7510	7505	0	67580	0.100000	160	complement
11	10	7510	7505	0	67580	0.100000	160	complement
12	10	0	0	0	0	0	0	0

0	11	7510	7510	0	90105	0.100000	160	complement
1	11	7510	7510	0	52565	0.100000	160	complement
2	11	7510	7510	0	15020	0.100000	160	complement
3	11	7510	7510	0	30040	0.100000	160	complement
4	11	7510	7510	0	82609	0.100000	160	complement
5	11	7510	7510	0	112650	0.100000	160	complement
6	11	7510	7510	0	105125	0.100000	160	complement
7	11	7510	7505	0	52555	0.100000	160	complement
8	11	7510	7505	0	15015	0.100000	160	complement
9	11	7510	7505	0	30030	0.100000	160	complement
10	11	7510	7505	0	67580	0.100000	160	complement
11	11	7510	7504	0	112635	0.100000	160	complement
12	11	0	0	0	0	0	0	0

0	12	0	0	0	0	0	0	0
1	12	0	0	0	0	0	0	0
2	12	0	0	0	0	0	0	0
3	12	0	0	0	0	0	0	0
4	12	0	0	0	0	0	0	0
5	12	0	0	0	0	0	0	0
6	12	0	0	0	0	0	0	0
7	12	0	0	0	0	0	0	0
8	12	0	0	0	0	0	0	0
9	12	0	0	0	0	0	0	0
10	12	0	0	0	0	0	0	0
11	12	0	0	0	0	0	0	0
12	12	0	0	0	0	0	0	0
