% This file contains dummy values for a thirtheenth row/column of chips. These
% are included as a bodge to make pgfplots produce actual heatmaps...
chip_x	chip_y	injected	extracted	dumped	routed	inj_rate	inj_period	pattern
5	4	12213	3448	19089	48879	0.400000	40	complement
6	4	14827	1039	19976	35084	0.400000	40	complement
7	4	29804	2491	17501	32294	0.400000	40	complement
8	4	30151	6975	15725	37125	0.400000	40	complement
9	4	14421	5033	18859	33882	0.400000	40	complement
10	4	18358	2059	18916	52517	0.400000	40	complement
11	4	13804	2798	19177	47586	0.400000	40	complement
12	4	0	0	0	0	0	0	0

0	5	13994	4562	19177	54970	0.400000	40	complement
1	5	18068	1529	17347	47951	0.400000	40	complement
2	5	30152	1598	17128	31750	0.400000	40	complement
3	5	27152	1892	20006	33116	0.400000	40	complement
4	5	14291	3643	18723	57179	0.400000	40	complement
5	5	14049	11973	18641	56207	0.400000	40	complement
6	5	13369	473	19798	53505	0.400000	40	complement
7	5	23554	796	19087	43090	0.400000	40	complement
8	5	26775	833	17869	27609	0.400000	40	complement
9	5	30152	6663	16309	45622	0.400000	40	complement
10	5	13838	5463	19159	54839	0.400000	40	complement
11	5	17130	14402	18068	68522	0.400000	40	complement
12	5	0	0	0	0	0	0	0

0	6	16719	5903	15100	66879	0.400000	40	complement
1	6	14935	4279	16728	54641	0.400000	40	complement
2	6	30149	4224	11638	40972	0.400000	40	complement
3	6	30150	928	16932	31078	0.400000	40	complement
4	6	13204	2556	19909	41306	0.400000	40	complement
5	6	13020	2053	17807	52096	0.400000	40	complement
6	6	13402	4439	17911	53620	0.400000	40	complement
7	6	14490	4498	16696	54533	0.400000	40	complement
8	6	26775	2161	17869	32479	0.400000	40	complement
9	6	30152	1835	16013	31987	0.400000	40	complement
10	6	14120	2503	18239	52050	0.400000	40	complement
11	6	14644	3816	19097	58564	0.400000	40	complement
12	6	0	0	0	0	0	0	0

0	7	12007	2810	19091	48031	0.400000	40	complement
1	7	19966	1713	18340	49980	0.400000	40	complement
2	7	13124	4984	18745	36223	0.400000	40	complement
3	7	30151	5004	12036	35154	0.400000	40	complement
4	7	29436	1758	18641	31194	0.400000	40	complement
5	7	16321	770	19984	38009	0.400000	40	complement
6	7	14234	1648	19535	52054	0.400000	40	complement
7	7	18517	1656	19778	47103	0.400000	40	complement
8	7	14468	1620	17771	42233	0.400000	40	complement
9	7	28709	2707	18151	31417	0.400000	40	complement
10	7	29093	4084	17974	33176	0.400000	40	complement
11	7	14629	1611	19747	40418	0.400000	40	complement
12	7	0	0	0	0	0	0	0

0	8	17896	1555	18687	35812	0.400000	40	complement
1	8	11418	3194	19790	29234	0.400000	40	complement
2	8	26052	744	19804	26796	0.400000	40	complement
3	8	30150	4786	10610	34936	0.400000	40	complement
4	8	30150	1330	15304	31480	0.400000	40	complement
5	8	28031	613	18060	28644	0.400000	40	complement
6	8	16343	834	18993	32688	0.400000	40	complement
7	8	14041	1740	18922	39057	0.400000	40	complement
8	8	21927	608	17101	45074	0.400000	40	complement
9	8	27560	5027	18073	32587	0.400000	40	complement
10	8	28271	3251	15796	31522	0.400000	40	complement
11	8	30148	960	17352	31109	0.400000	40	complement
12	8	0	0	0	0	0	0	0

0	9	28891	583	17961	29473	0.400000	40	complement
1	9	28442	3567	13823	32009	0.400000	40	complement
2	9	29213	5275	19162	34488	0.400000	40	complement
3	9	10050	565	18872	40205	0.400000	40	complement
4	9	15918	1585	15517	42427	0.400000	40	complement
5	9	14616	641	20019	29238	0.400000	40	complement
6	9	28251	424	15597	28674	0.400000	40	complement
7	9	28753	5537	18707	34290	0.400000	40	complement
8	9	30150	3746	17097	33896	0.400000	40	complement
9	9	28234	641	19787	28876	0.400000	40	complement
10	9	15109	2635	18098	30220	0.400000	40	complement
11	9	16737	2560	19062	33478	0.400000	40	complement
12	9	0	0	0	0	0	0	0

0	10	15201	739	18900	38856	0.400000	40	complement
1	10	30105	2414	17803	32519	0.400000	40	complement
2	10	29085	4336	18903	33421	0.400000	40	complement
3	10	10182	4906	19962	40728	0.400000	40	complement
4	10	10585	1904	18134	42344	0.400000	40	complement
5	10	12707	2429	19233	46586	0.400000	40	complement
6	10	14260	648	19962	31979	0.400000	40	complement
7	10	29224	1926	16276	31150	0.400000	40	complement
8	10	30058	6617	16027	36678	0.400000	40	complement
9	10	14023	4847	19610	32902	0.400000	40	complement
10	10	16885	2202	19167	50028	0.400000	40	complement
11	10	14238	2846	18031	45368	0.400000	40	complement
12	10	0	0	0	0	0	0	0

0	11	14380	3612	17871	51899	0.400000	40	complement
1	11	14243	955	16806	44320	0.400000	40	complement
2	11	30149	977	14607	31127	0.400000	40	complement
3	11	25320	3581	20027	35007	0.400000	40	complement
4	11	15688	1630	18124	52548	0.400000	40	complement
5	11	14001	11531	18626	56006	0.400000	40	complement
6	11	12736	2223	19442	50947	0.400000	40	complement
7	11	16684	1484	19125	39827	0.400000	40	complement
8	11	30148	1457	14972	31605	0.400000	40	complement
9	11	30152	5534	16774	44684	0.400000	40	complement
10	11	13375	4891	19430	53184	0.400000	40	complement
11	11	14700	7583	19154	58799	0.400000	40	complement
12	11	0	0	0	0	0	0	0

0	12	0	0	0	0	0	0	0
1	12	0	0	0	0	0	0	0
2	12	0	0	0	0	0	0	0
3	12	0	0	0	0	0	0	0
4	12	0	0	0	0	0	0	0
5	12	0	0	0	0	0	0	0
6	12	0	0	0	0	0	0	0
7	12	0	0	0	0	0	0	0
8	12	0	0	0	0	0	0	0
9	12	0	0	0	0	0	0	0
10	12	0	0	0	0	0	0	0
11	12	0	0	0	0	0	0	0
12	12	0	0	0	0	0	0	0
